1481043720.85,0

1481043721.58,0

1481043722.4,0

1481043723.03,0

1481043724.0,1.5

1481043724.02,2.955

1481043724.04,4.36635

1481043724.06,5.7353595

1481043724.08,7.063298715

1481043724.1,8.35139975355

1481043724.12,9.60085776094

1481043724.13,10.8128320281

1481043724.15,11.9884470673

1481043724.17,13.1287936553

1481043724.21,14.2349298456

1481043724.23,15.3078819502

1481043724.29,16.3486454917

1481043724.35,17.358186127
1481043723.85,17.358186127


1481043724.41,18.3374405432

1481043724.47,19.2873173269

1481043724.53,20.2086978071

1481043724.58,21.1024368728

1481043724.61,21.9693637667

1481043724.67,22.8102828537

1481043724.72,23.6259743681

1481043724.75,24.417195137

1481043724.81,25.1846792829

1481043724.86,25.9291389044

1481043724.9,26.6512647373

1481043724.94,27.3517267952

1481043724.99,28.0311749913

1481043725.04,28.6902397416
1481043724.54,28.6902397416


1481043725.14,29.3295325493

1481043725.24,29.9496465728

1481043725.3,30.5511571757

1481043725.35,31.1346224604

1481043725.4,31.7005837866

1481043725.48,32.249566273

1481043725.54,32.7820792848

1481043725.6,33.2986169062

1481043725.66,33.7996583991

1481043725.72,34.2856686471

1481043725.78,34.7570985877
1481043725.29,34.7570985877


1481043725.86,35.21438563

1481043725.93,35.6579540611

1481043725.98,36.0882154393

1481043726.04,36.5055689761

1481043726.09,36.9104019068

1481043726.14,37.3030898496

1481043726.2,37.6839971542

1481043726.23,38.0534772395

1481043726.28,38.4118729223

1481043726.34,38.7595167347

1481043726.37,39.0967312326

1481043726.42,39.4238292957

1481043726.47,39.7411144168
1481043725.97,39.7411144168


1481043726.55,40.0488809843

1481043726.66,40.3474145547

1481043726.69,40.6369921181

1481043726.75,40.9178823546

1481043726.81,41.1903458839

1481043726.87,41.4546355074

1481043726.93,41.7109964422

1481043726.98,41.9596665489

1481043727.04,42.2008765525

1481043727.1,42.4348502559

1481043727.16,42.6618047482
 
1481043727.25,42.8819506058
1481043726.69,42.6618047482


1481043727.33,43.0954920876

1481043727.42,43.302627325

1481043727.46,43.5035485052

1481043727.51,43.6984420501

1481043727.56,43.8874887886

1481043727.62,44.0708641249

1481043727.66,44.2487382011

1481043727.71,44.4212760551

1481043727.77,44.5886377735

1481043727.83,44.7509786403

1481043727.89,44.908449281

1481043727.95,45.0611958026
 
1481043728.0,45.2093599285
1481043727.47,45.0611958026


1481043728.07,45.3530791307

1481043728.14,45.4924867568

1481043728.22,45.6277121541

1481043728.25,45.7588807894

1481043728.32,45.8861143658

1481043728.37,46.0095309348

1481043728.43,46.1292450067

1481043728.48,46.2453676565

1481043728.53,46.3580066268

1481043728.57,46.467266428

1481043728.61,46.5732484352

1481043728.67,46.6760509821

1481043728.71,46.7757694527
1481043728.19,46.7757694527


1481043728.81,46.8724963691

1481043728.87,46.966321478

1481043728.92,47.0573318337

1481043728.96,47.1456118787

1481043729.01,47.2312435223

1481043729.07,47.3143062166

1481043729.1,47.3948770301

1481043729.15,47.4730307192

1481043729.2,47.5488397977

1481043729.24,47.6223746037

1481043729.3,47.6937033656

1481043729.35,47.7628922646

1481043729.4,47.8300054967
 
1481043729.44,47.8951053318
1481043728.92,47.8300054967


1481043729.53,47.9582521719

1481043729.61,48.0195046067

1481043729.67,48.0789194685

1481043729.73,48.1365518844

1481043729.79,48.1924553279

1481043729.84,48.2466816681

1481043729.9,48.299281218

1481043729.96,48.3503027815

1481043730.02,48.399793698

1481043730.08,48.4477998871

1481043730.14,48.4943658905
1481043729.65,48.4943658905


1481043730.22,48.5395349138

1481043730.32,48.5833488664

1481043730.37,48.6258484004

1481043730.43,48.6670729484

1481043730.49,48.7070607599

1481043730.55,48.7458489371

1481043730.61,48.783473469

1481043730.67,48.8199692649

1481043730.73,48.855370187

1481043730.79,48.8897090814

1481043730.85,48.9230178089 

1481043730.35,48.9230178089
1481043730.91,48.9553272747


1481043731.02,48.9866674564

1481043731.05,49.0170674327

1481043731.08,49.0170674327

1481043731.76,49.0170674327

1481043732.4,49.0170674327

1481043733.04,49.0170674327


1481043733.6,49.6465554097

1481043733.71,50.2571587475

1481043733.77,50.849443985

1481043733.8,51.4239606655

1481043733.85,51.9812418455

1481043733.91,52.5218045902

1481043733.95,53.0461504524

1481043733.99,53.5547659389

1481043734.05,54.0481229607

1481043734.08,54.5266792719

1481043734.13,54.9908788937

1481043734.18,55.4411525269

1481043734.22,55.8779179511
1481043733.74,55.8779179511


1481043734.27,56.3015804126

1481043734.33,56.7125330002

1481043734.37,57.1111570102

1481043734.4,57.4978222999

1481043734.44,57.8728876309

1481043734.48,58.236701002

1481043734.51,58.5895999719

1481043734.56,58.9319119727

1481043734.61,59.2639546136

1481043734.63,59.5860359752

1481043734.68,59.8984548959

1481043734.73,60.0

1481043734.76,60.0

1481043734.81,60.0

1481043734.85,60.0

1481043734.89,60.0
1481043734.4,60.0


1481043734.95,60.0

1481043734.99,60.0

1481043735.02,60.0

1481043735.07,60.0

1481043735.1,60.0

1481043735.14,60.0

1481043735.18,60.0

1481043735.21,60.0

1481043735.25,60.0

1481043735.28,60.0

1481043735.31,60.0

1481043735.35,60.0

1481043735.38,60.0

1481043735.43,60.0

1481043735.47,60.0

1481043735.5,60.0

1481043735.55,60.0
1481043735.06,60.0


1481043735.61,60.0

1481043735.69,60.0

1481043735.74,60.0

1481043735.8,60.0

1481043735.86,60.0

1481043735.92,60.0

1481043735.98,60.0

1481043736.03,60.0

1481043736.09,60.0

1481043736.15,60.0

1481043736.21,60.0
 
1481043736.27,60.0
1481043735.73,60.0


1481043736.35,60.0

1481043736.43,60.0

1481043736.47,60.0

1481043736.51,60.0

1481043736.56,60.0

1481043736.59,60.0

1481043736.65,60.0

1481043736.7,60.0

1481043736.77,60.0

1481043736.83,60.0

1481043736.89,60.0

1481043736.95,60.0
 
1481043737.0,60.0
1481043736.47,60.0


1481043737.08,60.0

1481043737.15,60.0

1481043737.2,60.0

1481043737.26,60.0

1481043737.32,60.0

1481043737.37,60.0

1481043737.42,60.0

1481043737.48,60.0

1481043737.54,60.0

1481043737.6,60.0

1481043737.66,60.0
 
1481043737.73,60.0
1481043737.19,60.0


1481043737.8,60.0

1481043737.9,60.0

1481043737.93,60.0

1481043737.98,60.0

1481043738.03,60.0

1481043738.07,60.0

1481043738.12,60.0

1481043738.18,60.0

1481043738.24,60.0

1481043738.3,60.0

1481043738.35,60.0

1481043738.41,60.0
1481043737.94,60.0


1481043738.5,60.0

1481043738.57,60.0

1481043738.63,60.0

1481043738.66,60.0

1481043738.71,60.0

1481043738.76,60.0

1481043738.8,60.0

1481043738.83,60.0

1481043738.87,60.0

1481043738.92,60.0

1481043738.96,60.0

1481043738.98,60.0

1481043739.02,60.0

1481043739.07,60.0

1481043739.09,60.0
 
1481043739.14,60.0
1481043738.62,60.0


1481043739.19,60.0

1481043739.22,60.0

1481043739.26,60.0
 
1481043739.31,60.0
 
1481043739.34,60.0


1481043739.4,60.0


1481043739.46,60.0
1481043739.48,59.79


1481043739.53,59.5863
1481043739.55,59.388711


1481043739.61,59.19704967
1481043739.63,59.0111381799


1481043739.7,58.8308040345
1481043739.71,58.6558799135


1481043739.78,58.4862035161
1481043739.3,58.4862035161
1481043739.82,58.3216174106



1481043739.9,58.1619688883
1481043739.98,58.0071098216


1481043740.02,57.856896527
1481043740.05,57.7111896312


1481043740.13,57.5698539422
1481043740.14,57.432758324


1481043740.24,57.2997755742
1481043740.26,57.170782307


1481043740.36,57.0456588378
1481043740.37,56.9242890727


1481043740.44,56.8065604005
1481043740.49,56.6923635885

 
1481043740.56,56.5815926808
1481043740.6,56.4741449004
1481043740.04,56.6923635885



1481043740.69,56.3699205534
1481043740.73,56.2688229368


1481043740.83,56.1707582487
1481043740.87,56.0756355012


1481043740.93,55.9833664362
1481043740.94,55.8938654431


1481043741.03,55.8070494798
1481043741.04,55.7228379954


1481043741.14,55.6411528555
1481043741.17,55.5619182699


1481043741.22,55.4850607218
1481043741.25,55.4105089001


1481043741.32,55.3381936331
1481043741.34,55.2680478241
1481043740.84,55.2680478241



1481043741.45,55.2000063894
1481043741.5,55.1340061977


1481043741.61,55.0699860118
1481043741.62,55.0078864314


1481043741.68,54.9476498385
1481043741.72,54.8892203433


1481043741.8,54.832543733
1481043741.84,54.7775674211


1481043741.91,54.7242403984
1481043741.92,54.6725131865


1481043741.99,54.6223377909
1481043742.02,54.5736676571


1481043742.09,54.5264576274
1481043742.11,54.4806638986
1481043741.61,54.4806638986



1481043742.22,54.4362439817
1481043742.24,54.3931566622


1481043742.35,54.3513619623
1481043742.36,54.3108211035


1481043742.43,54.2714964704
1481043742.44,54.2333515763


1481043742.52,54.196351029
1481043742.53,54.1604604981


1481043742.6,54.1256466832
1481043742.63,54.0918772827


1481043742.66,54.0591209642
1481043742.69,54.0273473353


1481043742.72,53.9965269152

1481043742.35,53.9965269152

1481043743.51,53.5766311077

1481043743.55,53.1693321745 

1481043743.04,53.5766311077
